treatment,lon,lat,elevation,lst,_match_group
1,107.21982893095678,29.67709010079449,228.0,23.69428571428574,treated
1,105.83839968703778,30.145202195349174,312.0,27.30034482758623,treated
1,108.0948778492176,29.28281952259444,443.0,23.86600000000004,treated
1,107.80651864301524,30.69443216005985,462.0,25.5334482758621,treated
1,106.60699824413044,29.606482519462705,283.0,25.481034482758677,treated
1,106.2887251389669,29.536144432716146,300.0,27.81500000000005,treated
1,108.19378236199915,30.396640643374237,223.0,26.365862068965555,treated
1,106.3811617817028,29.799710137076808,291.0,26.140833333333376,treated
1,108.19081792156156,30.388016816646683,176.0,25.650000000000038,treated
1,107.3357116026082,30.33357891042904,425.0,28.58304347826089,treated
1,109.29736268854,30.91029732283377,272.0,24.13000000000005,treated
1,106.42832333411909,29.531293530181895,345.0,27.246666666666727,treated
1,107.12281088027189,29.190113385273303,516.0,24.916451612903245,treated
1,106.28279625809172,29.593816273956616,290.0,26.85880000000003,treated
1,106.08390925418765,29.84336825988502,274.0,27.80071428571432,treated
1,106.54151105991812,29.52132223052817,248.0,27.828400000000045,treated
1,107.84882929289726,30.005604000197003,199.0,21.28828571428573,treated
1,109.93310041511138,31.19353613191666,977.0,19.08935483870971,treated
1,107.69090546594906,29.25452259114467,423.0,21.800476190476218,treated
1,106.26285365878424,29.421339739405667,365.0,28.674761904761965,treated
1,106.29680997652396,29.67628161703879,353.0,26.31518518518521,treated
1,106.8223244177339,29.55770399953501,222.0,26.4332,treated
1,106.06639210614732,29.84363775447025,288.0,26.321875000000038,treated
1,106.64769192650104,29.514584865897277,267.0,29.33421052631581,treated
1,108.37515221786288,30.79872656454613,283.0,24.55060606060613,treated
1,106.75872369561824,29.58896537142237,303.0,26.06928571428574,treated
1,106.55121286498662,29.6169928082869,295.0,27.281724137931064,treated
1,106.42589788285194,29.808603458389594,220.0,25.164482758620693,treated
1,107.92482676593376,30.198831617811116,249.0,23.80935483870968,treated
1,108.25361015992152,31.110531799664017,173.0,24.143529411764742,treated
1,106.4630881356145,29.46230291636152,305.0,28.894000000000062,treated
1,105.82761990362836,29.0405438904674,240.0,26.81413793103451,treated
1,106.52426340646304,29.549080172807464,384.0,25.921851851851898,treated
1,108.45195817465512,31.429882883168503,267.0,21.897096774193585,treated
1,107.10232929179396,29.158852013385943,528.0,26.13400000000007,treated
1,108.906595539948,28.41693342023163,381.0,26.33434782608697,treated
1,106.35690726903157,29.64825418017426,286.0,28.01750000000004,treated
1,106.54178055450336,29.53641392730138,225.0,27.262800000000027,treated
1,109.45555601007344,31.021598586536182,337.0,23.26550000000003,treated
1,106.66089716117762,29.0224877532566,237.0,25.257142857142867,treated
1,105.88502225028358,29.06452890855339,261.0,26.032500000000027,treated
1,106.36499210658864,29.93284046218332,264.0,22.995806451612964,treated
1,109.18255799522952,28.743021868367016,279.0,21.83888888888896,treated
1,105.93541773772267,29.36205093065378,313.0,26.7224137931035,treated
1,106.52588037397445,29.349115190562458,203.0,29.17105263157896,treated
1,106.59298452569816,29.670622230748837,397.0,29.264545454545495,treated
1,106.6134661141761,29.589234866007605,274.0,25.73827586206897,treated
1,106.66817351497896,29.757129992609546,377.0,31.98411764705884,treated
1,106.67760582546224,29.530754541011422,207.0,30.84047619047624,treated
1,106.26581809922185,29.983505444207665,223.0,25.639655172413825,treated
1,108.74139535919842,30.92350255751033,135.0,21.53787878787881,treated
1,106.46066268434735,29.299258692293822,229.0,30.765789473684208,treated
1,108.02157532203346,30.28857331469465,188.0,24.23838709677426,treated
1,106.48842062662666,29.520783241357694,302.0,29.183043478260917,treated
1,107.35134228855188,30.30177854937121,419.0,28.89250000000004,treated
1,105.58857820652412,29.4884438911294,365.0,26.277692307692348,treated
1,106.47844932697294,29.634779450912465,236.0,27.13266666666669,treated
1,106.47009499483065,29.74122981208063,346.0,28.925833333333344,treated
1,106.56657405634506,29.60782999238888,266.0,25.665333333333365,treated
1,106.59217604194248,29.733683963694027,436.0,29.71200000000005,treated
1,107.3470303751881,30.302048043956447,420.0,28.67500000000001,treated
1,106.67922279297365,29.79836266415063,353.0,27.79090909090911,treated
1,107.09478344340734,29.16451139967589,527.0,26.25800000000004,treated
1,108.3608690048454,29.84390724905549,667.0,20.516428571428605,treated
1,106.3210644891952,29.33752692339732,293.0,28.52680000000004,treated
1,106.47548488653534,29.66577132821459,253.0,27.581200000000024,treated
1,107.99273940141322,30.22362511965281,181.0,23.48333333333335,treated
1,106.49434950750184,29.43265851198557,201.0,26.63000000000005,treated
1,109.28631341054532,28.566233420452296,321.0,25.416923076923126,treated
1,106.54743994079332,29.716166815653693,332.0,27.066296296296343,treated
1,106.46147116810307,29.68517493835157,241.0,24.84862068965521,treated
1,108.44602929377992,30.760727828027875,328.0,24.56,treated
1,105.59262062530269,29.416219342286187,312.0,27.32925925925929,treated
1,106.9260798330497,28.965624395771837,306.0,26.321538461538523,treated
1,107.0786137682932,29.92017421667724,309.0,27.620000000000005,treated
1,106.74983037430545,29.671161219919306,262.0,32.32200000000006,treated
1,107.72270582700688,29.88729587727846,152.0,22.73533333333336,treated
1,106.31405762997906,29.299258692293822,270.0,28.358000000000004,treated
1,108.38889644170992,30.7887552648924,203.0,24.868787878787884,treated
1,106.59109806360152,29.573604180063924,224.0,26.249333333333368,treated
1,108.04421286719328,30.220660679215214,344.0,24.81200000000001,treated
1,107.27669228844154,29.76790977601898,370.0,28.158888888888956,treated
1,105.7160491453407,29.66415436070317,395.0,27.074615384615413,treated
1,106.3189085325133,29.90211807946644,521.0,22.470000000000027,treated
1,106.64338001313727,29.3321370316926,323.0,26.518333333333374,treated
1,106.37038199829335,29.46472836762864,297.0,26.960909090909126,treated
1,106.05561232273789,29.833935949401763,272.0,26.43774193548387,treated
1,107.80139824589575,30.675298044508107,472.0,24.80032258064517,treated
1,106.4307487853862,29.44775020875878,252.0,28.019166666666703,treated
1,106.21030221466326,29.811837393412425,533.0,23.78185185185191,treated
1,106.35555979610538,29.759824938461904,258.0,27.500833333333333,treated
1,106.30112188988774,29.43616194159364,422.0,31.67526315789479,treated
1,108.99472026932013,28.4565491242613,362.0,26.682500000000005,treated
1,106.04510203391368,28.95753955821476,239.0,27.071600000000046,treated
1,106.74174553674835,29.649871147685676,198.0,33.58600000000001,treated
1,106.31998651085424,29.273117717525945,274.0,24.94214285714287,treated
1,106.58894210691965,29.598936671076096,256.0,25.211379310344853,treated
1,106.52992279275298,29.380107067864586,224.0,25.81,treated
1,105.83893867620824,29.072883240695703,241.0,25.53571428571428,treated
1,106.50647676383748,29.512428909215387,264.0,28.677200000000028,treated
1,106.2474924674258,29.93849984847328,274.0,24.80461538461543,treated
1,108.49453831912238,31.464917179249166,257.0,22.77588235294121,treated
1,106.57762333433972,29.614028367849304,183.0,25.485714285714323,treated
1,109.44827965627208,31.150147503693688,221.0,23.346000000000004,treated
1,106.10654679934746,29.85495652705016,276.0,30.674000000000035,treated
1,108.7095949981406,30.8879292722592,241.0,23.430666666666696,treated
1,106.05669030107882,29.833935949401763,274.0,26.43774193548387,treated
1,105.62576845928668,29.407326020973404,328.0,30.09928571428577,treated
1,106.59109806360152,29.60836898155935,235.0,24.87482758620689,treated
1,105.39076918096102,29.62858107545204,331.0,26.95275862068968,treated
1,108.38135059332332,30.80788938044415,213.0,24.631250000000023,treated
1,106.1348437307972,29.061294973530565,336.0,24.03375000000005,treated
1,106.4878816374562,29.57333468547869,265.0,29.101111111111152,treated
1,105.93892116733076,29.366632338602788,313.0,27.937142857142877,treated
1,106.22512441685124,29.47335219435619,279.0,28.199166666666716,treated
1,106.25530781039764,29.989973314253323,191.0,24.355999999999995,treated
1,106.7751628653176,28.752723673435508,303.0,24.615517241379337,treated
1,106.30705077076291,29.289017898054865,336.0,27.89193548387101,treated
1,106.52965329816774,29.489252374885105,282.0,26.0381481481482,treated
1,108.39967622511936,30.2400642893522,1531.0,18.65137931034485,treated
1,107.71785492447265,29.86870075089719,188.0,23.49344827586208,treated
1,107.78792351663397,29.92259966794436,244.0,24.668125000000032,treated
1,106.59433199862436,29.553122591586,290.0,24.83571428571429,treated
1,109.33967333842205,31.17817494055821,373.0,22.46388888888896,treated
1,107.78226413034402,29.92125219501818,253.0,24.668125000000032,treated
1,108.01187351696495,30.29773613059267,187.0,25.5203225806452,treated
1,106.65065636693863,29.338604901738258,322.0,25.080370370370417,treated
1,106.42131647490294,29.4749691618676,329.0,26.87782608695653,treated
1,106.6382596160178,29.607291003218407,219.0,25.468000000000018,treated
1,108.38997442005086,31.16496970588166,185.0,24.2893548387097,treated
1,106.5991829011586,30.086182881182523,265.0,24.705200000000048,treated
1,106.53531268445772,29.64744569641855,432.0,29.515714285714296,treated
1,106.30543380325152,29.26772782582123,235.0,25.03758620689661,treated
1,108.08867947375718,30.721920607753912,481.0,23.235000000000014,treated
1,105.92841087850655,29.5846534580586,393.0,23.49285714285719,treated
1,106.37226846039,29.6741256603569,252.0,28.479565217391325,treated
1,106.64984788318294,29.525095154721477,268.0,29.16052631578947,treated
1,105.91251069797764,29.340760858420147,311.0,27.522592592592616,treated
1,106.46066268434735,29.57279569630822,266.0,27.22629629629637,treated
1,106.23374824357876,29.46499786221388,274.0,28.426666666666733,treated
1,106.45446430888694,29.55527854826789,248.0,27.195714285714303,treated
1,106.27093849634132,29.42053125564996,348.0,28.674761904761965,treated
1,106.30354734115488,29.568483782944444,305.0,30.26272727272732,treated
1,108.74759373465884,28.899867716974285,880.0,21.930000000000007,treated
1,106.06369716029496,29.84363775447025,304.0,26.321875000000038,treated
1,106.75036936347593,29.640169342617185,241.0,31.80272727272728,treated
1,106.4630881356145,29.537222411057087,365.0,29.107272727272743,treated
1,106.68191773882602,29.690295335471053,225.0,26.91818181818184,treated
1,106.2038343446176,29.529407068085245,327.0,27.662800000000004,treated
1,109.45771196675533,31.01809515692812,332.0,22.168461538461543,treated
1,106.64041557269968,29.475508151038078,280.0,31.136000000000024,treated
1,107.27426683717442,29.7703352272861,357.0,27.35444444444448,treated
1,106.5097106988603,29.78596591322978,292.0,27.533200000000026,treated
1,107.37613579039358,29.7417688012511,485.0,23.05187500000005,treated
1,106.3172915650019,29.30087565980524,277.0,30.5272413793104,treated
1,106.37388542790144,29.70996844019327,258.0,26.74714285714288,treated
1,107.29852134984564,29.72883306115978,202.0,24.907241379310392,treated
1,107.08966304628784,29.163433421334958,533.0,26.25800000000004,treated
1,107.12873976114706,29.189843890688067,512.0,25.996428571428623,treated
1,106.5555247783504,29.374178186989397,327.0,24.658888888888956,treated
1,108.21776738008516,31.10568089712977,171.0,25.417096774193567,treated
1,106.44072008503991,29.817496779702378,224.0,25.122903225806454,treated
1,106.2181175576351,29.25155815070708,228.0,30.2093103448276,treated
1,106.86194012176357,28.980446597959805,297.0,28.161200000000008,treated
1,107.08427315458314,29.949818621053183,323.0,29.815263157894776,treated
1,106.54690095162285,30.312558332780643,194.0,24.07266666666669,treated
1,107.3974258626272,29.69299028132341,317.0,24.63000000000005,treated
1,105.81845708773032,29.33914389090873,331.0,25.958000000000027,treated
1,107.05139481518437,29.80024912624728,242.0,25.59480000000002,treated
1,108.34685528641312,31.151494976619865,161.0,22.55064516129039,treated
1,107.2831601584872,29.76144190597332,348.0,28.611538461538487,treated
1,106.88296069941195,28.946220785634853,308.0,26.086923076923146,treated
1,105.88421376652788,29.366632338602788,320.0,27.48357142857145,treated
1,107.79223542999772,30.675567539093343,462.0,26.176666666666733,treated
1,106.6546987857172,29.67493414411261,243.0,29.12619047619052,treated
1,107.99974626062937,30.20422150951583,142.0,21.921875000000057,treated
1,106.55606376752088,29.61052493824124,244.0,27.281724137931064,treated
1,106.1617931893208,29.80024912624728,273.0,26.841666666666697,treated
1,106.648769904842,29.755782519683365,319.0,32.066250000000025,treated
1,106.15532531927516,29.082046056593725,293.0,27.062258064516183,treated
1,108.36571990737964,30.81489623966028,275.0,24.351212121212143,treated
1,109.05724301309483,28.61258648911286,411.0,24.65500000000003,treated
1,106.3218729729509,29.572256707137747,286.0,30.180000000000007,treated
1,106.49057658330857,29.64448125598096,265.0,28.002592592592634,treated
1,106.43344373123855,29.46095544343534,269.0,28.59080000000006,treated
1,109.02652063037796,28.26197403372101,439.0,23.986800000000017,treated
1,106.36121918239536,29.61214190575265,294.0,28.578461538461568,treated
1,106.97081593419884,29.327286129158352,782.0,22.23740740740743,treated
1,105.5182401197776,29.372561219477976,317.0,30.478333333333357,treated
1,106.5248023956335,29.612950389508363,327.0,28.08000000000004,treated
1,106.57250293722024,29.55204461324506,219.0,24.903333333333364,treated
1,106.78351719745991,29.625077645843973,203.0,28.684814814814843,treated
1,106.45069138469364,29.48520995610657,372.0,28.907500000000027,treated
1,108.30589210945728,31.191110680649537,177.0,21.55545454545461,treated
1,108.18569752444208,30.92889244921505,189.0,23.48625000000004,treated
1,108.68075907752036,28.7804816157148,553.0,22.653478260869576,treated
1,107.09343597048117,29.94335075100752,334.0,31.298421052631568,treated
1,108.69126936634456,30.950721510619157,185.0,23.052857142857192,treated
1,106.5908285690163,29.56605833167732,204.0,25.94862068965523,treated
1,108.10619662179752,29.9980581518104,534.0,22.669333333333384,treated
1,105.92544643806896,29.68975634630058,310.0,26.82230769230773,treated
1,106.67976178214413,29.522939198039584,235.0,29.4909090909091,treated
1,106.25072640244863,29.356930533534296,321.0,28.610000000000014,treated
1,108.3309551058842,29.632353999645343,554.0,22.840400000000045,treated
1,106.23428723274924,29.50245760956166,271.0,27.745000000000005,treated
1,108.03424156753954,30.59957006605683,267.0,23.90500000000003,treated
1,108.78208904156904,29.52213071428388,586.0,25.24166666666673,treated
1,106.19736647457194,29.863310859192477,259.0,25.74703703703705,treated
1,106.67329391209846,29.79027782659356,336.0,28.913333333333355,treated
1,106.64903939942724,29.4779336023052,238.0,29.13000000000005,treated
1,109.5183482484334,31.399160500451615,231.0,23.7258823529412,treated
1,106.42508939909624,29.34992367431817,182.0,23.295294117647074,treated
1,107.1524552846478,28.92277475671933,763.0,23.766521739130496,treated
1,105.91655311675618,29.305457067754247,301.0,27.9621739130435,treated
1,109.36743128070133,31.02510201614425,182.0,24.218823529411797,treated
1,108.95833850031327,28.805005622971265,331.0,24.726666666666688,treated
1,105.92032604094948,29.68571392752204,298.0,27.360769230769225,treated
1,108.40264066555696,29.52779010057383,289.0,23.182000000000016,treated
1,106.50809373134888,29.42241771774661,193.0,25.768064516129076,treated
1,106.457967738495,29.887834866448934,232.0,25.465384615384664,treated
1,107.69602586306854,29.848219162419262,201.0,25.36571428571432,treated
1,106.58355221521492,29.66496284445888,362.0,29.389047619047687,treated
1,106.46659156522256,29.441282338713123,289.0,27.31785714285718,treated
1,106.22566340602172,29.46984876474812,282.0,28.199166666666716,treated
1,106.38250925462896,29.30006717604953,230.0,26.2913333333334,treated
1,106.4684780273192,29.50623053375496,332.0,29.494347826086997,treated
1,106.81504806393252,29.563363385824964,264.0,27.418800000000036,treated
1,108.36518091820916,30.85046952491141,305.0,26.60857142857145,treated
1,105.76509715985362,29.55743450494977,371.0,28.652962962962988,treated
1,108.2263912068127,31.0946316191351,173.0,25.626774193548385,treated
1,105.94943145615495,29.35881699563095,339.0,27.362857142857195,treated
1,106.50998019344551,29.528059595159068,289.0,28.557407407407425,treated
1,107.36239156654656,29.72694659906313,145.0,23.281875000000014,treated
1,105.75943777356368,29.56471085875114,366.0,28.88333333333333,treated
1,108.56191196543136,31.78292078982748,681.0,18.591212121212152,treated
1,106.43775564460232,29.306804540680428,236.0,26.1003703703704,treated
1,108.1053881380418,30.006681978537948,573.0,22.889333333333354,treated
1,106.43317423665331,29.41918378272378,252.0,27.129333333333363,treated
1,106.22701087894788,29.957903458610257,213.0,25.945200000000057,treated
1,106.54851791913426,29.59866717649086,221.0,27.203571428571426,treated
1,106.501356366718,29.74042132832492,358.0,27.068518518518545,treated
1,106.33696466972413,29.35827800646048,252.0,27.56615384615384,treated
1,106.49300203457568,29.66900526323742,328.0,28.53000000000003,treated
1,106.42967080704524,29.340760858420147,229.0,24.55909090909097,treated
1,106.7907935512613,29.63181501047487,309.0,30.145200000000045,treated
1,105.952934885763,29.36851880069944,324.0,28.379655172413838,treated
1,106.3172915650019,29.30141464897571,280.0,30.5272413793104,treated
1,106.54932640288996,29.605674035706997,253.0,26.358000000000004,treated
1,106.4232029369996,29.394929270052558,247.0,25.879655172413838,treated
1,106.29573199818304,29.412446418092884,360.0,30.708947368421093,treated
1,106.2903421064783,29.59785869273515,298.0,27.37666666666672,treated
1,106.26635708839233,29.40436158053581,341.0,28.960476190476182,treated
1,106.6781448146327,29.55069714031888,216.0,24.274000000000058,treated
1,107.6415879568509,29.90292656322214,554.0,24.862799999999996,treated
1,106.54016358699197,29.43508396325269,235.0,26.56310344827591,treated
1,106.63125275680169,29.589234866007605,223.0,23.79400000000004,treated
1,106.291150590234,29.42565165276944,358.0,30.45210526315793,treated
1,106.4345217095795,29.273656706696418,231.0,27.15160000000003,treated
1,106.44098957962515,29.410290461411,270.0,27.39413793103455,treated
1,106.97324138546595,29.851183602856857,285.0,27.27476190476193,treated
1,106.27013001258562,29.96383233948545,239.0,25.27307692307693,treated
1,106.4369471608466,29.859807429584407,223.0,24.932500000000005,treated
1,106.25827225083523,29.678976562891147,342.0,25.65560000000005,treated
1,106.44260654713656,29.53371898144902,248.0,28.30416666666673,treated
1,106.50054788296228,29.567405804603503,303.0,28.18923076923079,treated
1,106.63502568099496,29.73691789871685,406.0,29.713000000000022,treated
1,108.3692233369877,30.73809028286806,300.0,25.12333333333333,treated
1,105.73895618508575,29.699997140539544,374.0,26.325333333333333,treated
1,106.5689995076122,29.614028367849304,252.0,26.391428571428605,treated
1,107.53675456319417,29.389808872933077,182.0,24.864166666666733,treated
1,106.42940131246002,29.34776771763628,241.0,24.55909090909097,treated
1,108.363833445283,30.84292367652481,353.0,25.171875000000057,treated
1,106.45581178181313,29.47766410771996,332.0,30.245454545454606,treated
1,106.78136124077804,29.598936671076096,193.0,23.830645161290363,treated
1,105.86696611307278,29.139178908663727,308.0,26.82785714285717,treated
1,107.35538470733042,30.345167177594185,395.0,28.049166666666736,treated
1,106.48922911038235,29.624269162088268,295.0,28.57720000000006,treated
1,108.70690005228823,30.949104543107737,247.0,22.888787878787923,treated
1,106.62155095173318,29.32755562374359,371.0,28.057619047619085,treated
1,109.47846304981849,31.3261274678527,731.0,21.977272727272748,treated
1,106.26500961546614,30.00991591356078,229.0,26.212142857142908,treated
1,107.29420943648188,30.26054587783013,436.0,28.066190476190517,treated
1,108.0452908455342,30.88334786431019,254.0,22.662903225806478,treated
1,106.32807134841131,29.578185588012936,292.0,28.66304347826093,treated
1,106.65200383986485,29.803752555855347,364.0,26.52250000000004,treated
1,106.28629968769977,29.804022050440583,298.0,26.35480000000001,treated
1,107.38044770375735,29.704578548488552,323.0,24.972580645161315,treated
1,106.74767441762356,29.69757168927242,291.0,28.939473684210554,treated
1,106.82124643939297,29.762789378899495,247.0,29.75500000000005,treated
1,106.5495958974752,29.45233161670779,213.0,25.63814814814816,treated
1,108.03585853505096,30.877149488849764,234.0,22.753225806451667,treated
1,106.57492838848738,29.52967656267048,219.0,28.41720000000004,treated
1,107.94099644104791,29.3359099558859,203.0,22.330800000000067,treated
1,107.06379156610522,29.832588476475586,303.0,25.56,treated
1,105.7378782067448,29.70862096726709,382.0,26.06379310344829,treated
1,106.3593327202987,29.4711962376743,304.0,29.40047619047624,treated
1,106.41377062651634,29.659572952754164,508.0,26.72652173913048,treated
1,105.74704102264282,30.324955083701493,247.0,24.275000000000038,treated
1,106.48599517535956,29.42053125564996,290.0,26.914000000000044,treated
1,107.07214589824753,29.141873854516085,536.0,24.703103448275897,treated
1,108.95052315734144,28.897172771121927,342.0,23.325833333333374,treated
1,107.34002351597196,29.785157429474072,520.0,23.800370370370388,treated
1,107.76151304728086,29.893494252738886,170.0,21.49529411764712,treated
1,105.9273329001656,29.37444768157463,319.0,27.72925925925932,treated
1,109.20007514326986,31.130743893556705,241.0,23.00500000000005,treated
1,107.58957550190036,29.40112764551298,296.0,21.39880000000005,treated
1,106.191707088282,29.4922168153227,299.0,28.342727272727306,treated
1,106.55498578917992,29.517818800920104,251.0,27.91080000000005,treated
1,106.58463019355588,29.660920425680345,345.0,28.56909090909096,treated
1,107.54861232494451,29.598128187320388,339.0,28.446000000000023,treated
1,107.22818326309908,30.133883422769276,373.0,25.731666666666683,treated
1,106.43209625831236,29.456643530071563,255.0,26.958000000000027,treated
1,106.2639316371252,29.07881212157089,293.0,26.458000000000027,treated
1,108.88341900561772,28.6414224097331,404.0,23.810869565217445,treated
1,106.43398272040902,29.633701472571524,239.0,26.06200000000001,treated
1,106.45123037386412,29.46661482972529,346.0,30.128260869565224,treated
1,106.59028957984582,29.69272078673817,415.0,30.886000000000024,treated
1,108.78370600908045,29.527520605988595,588.0,25.24166666666673,treated
1,106.41242315359015,29.549080172807464,527.0,27.042500000000015,treated
1,106.74632694469736,29.61753179745737,193.0,27.68769230769232,treated
1,106.66628705288232,28.96697186869801,354.0,25.863333333333344,treated
1,106.22997531938547,29.82800706852657,519.0,24.14538461538461,treated
1,106.1601762218094,29.505961039169726,389.0,26.457692307692355,treated
1,108.4713617847921,31.533368803899076,396.0,20.01387096774198,treated
1,107.95393218113924,29.55959046163166,1136.0,21.07909090909095,treated
1,106.7239588941228,29.612950389508363,199.0,28.624615384615424,treated
1,106.31675257583144,29.29171284390722,272.0,29.390000000000043,treated
1,106.796183442966,29.754974035927656,261.0,31.00809523809528,treated
1,105.80794679890612,30.24060327852267,255.0,24.763333333333374,treated
1,108.37811665830048,30.749139560862734,230.0,27.798,treated
1,108.34658579182788,30.85397295451948,305.0,27.392857142857167,treated
1,109.63018850130628,31.08951122201562,202.0,24.402727272727304,treated
1,109.86276232836482,31.086816276163265,557.0,21.99000000000001,treated
1,107.28208218014626,29.255061580315143,555.0,26.0321428571429,treated
1,106.4609321789326,29.424573674428498,264.0,28.52555555555557,treated
1,107.07187640366227,29.839595335691715,355.0,27.06416666666672,treated
1,106.47090347858634,29.273656706696418,280.0,28.522173913043503,treated
1,106.33939012099124,28.910916994968957,323.0,24.73296296296297,treated
1,106.81073615056874,29.538030894812792,297.0,28.11173913043484,treated
1,106.53962459782149,29.40112764551298,225.0,23.71896551724143,treated
1,109.45420853714728,31.02429353238854,380.0,23.26550000000003,treated
1,105.64894499361696,29.40867349389958,353.0,29.233076923076965,treated
1,106.80238181842644,29.65849497441322,208.0,29.77476190476193,treated
1,106.48141376741052,29.604326562780813,330.0,26.9292307692308,treated
1,106.38897712467464,29.643672772225248,300.0,28.942800000000037,treated
1,106.26339264795472,29.43804840369029,396.0,27.539473684210577,treated
1,106.49030708872333,30.17673306182177,286.0,24.994000000000028,treated
1,108.39347784965894,30.88469533723637,360.0,24.117333333333363,treated
1,107.10987514018056,29.45071464919637,677.0,24.78090909090912,treated
1,108.768344817722,31.23449930887251,227.0,24.192777777777792,treated
1,107.08427315458314,29.82100020931044,201.0,24.95153846153852,treated
1,108.2692408458652,31.11214876717543,171.0,23.909354838709703,treated
1,107.63134716261192,30.685808333332307,445.0,24.655384615384666,treated
1,107.24381394904276,29.763597862655203,283.0,27.88680000000005,treated
1,106.63906809977352,29.62588612959968,262.0,27.206666666666703,treated
1,106.2264718897774,30.090225299961062,292.0,27.176363636363646,treated
1,107.79007947331586,30.30501248439404,490.0,24.38185185185188,treated
1,108.6007191857053,31.71177421932521,706.0,19.822121212121203,treated
1,107.79331340833868,30.68149641996853,468.0,26.471333333333405,treated
1,107.31415203578932,28.831146597739146,671.0,21.95869565217396,treated
1,107.37344084454122,30.30905490317258,439.0,27.97347826086957,treated
1,106.54851791913426,29.523478187210056,254.0,27.828400000000045,treated
1,106.27363344219368,29.94604569685988,268.0,28.67750000000001,treated
1,105.47458199696938,29.3607034577276,315.0,26.647857142857163,treated
1,105.77156502989928,29.00308414311962,283.0,25.63714285714292,treated
1,107.76151304728086,29.336987934226844,233.0,24.184545454545457,treated
1,106.55741124044704,29.50380508248784,253.0,25.62680000000006,treated
1,108.31478543077006,31.15257295496081,172.0,23.575625,treated
1,106.2159616009532,29.587348403910955,301.0,28.05000000000001,treated
1,109.03918687588404,28.5023632037514,406.0,23.980000000000015,treated
1,106.66440059078568,29.6417863101286,220.0,31.746521739130458,treated
1,105.7710260407288,29.63316248340105,366.0,26.29000000000002,treated
1,107.07079842532136,29.88217548015898,305.0,28.79190476190479,treated
1,106.5533688216685,29.582766995961947,315.0,25.86724137931037,treated
1,105.92544643806896,29.354235587681934,315.0,27.5246153846154,treated
1,106.9853686418016,29.099024215463583,605.0,25.91160000000002,treated
1,109.8813574547461,31.079270427776656,244.0,22.980285714285746,treated
1,106.99507044687007,29.09201735624745,627.0,27.077826086956577,treated
1,106.52668885773016,29.572526201722983,243.0,27.749285714285747,treated
1,107.29340095272616,29.71778378316511,206.0,24.028620689655213,treated
1,107.97656972629906,29.954939018172663,1000.0,21.299230769230803,treated
1,107.7739097982017,29.91801825999535,231.0,23.62470588235294,treated
1,106.7735458978062,29.667388295726003,274.0,31.012500000000045,treated
1,106.26177568044332,29.97838504708818,254.0,25.639655172413825,treated
1,106.85681972464408,28.97047529830608,280.0,24.125862068965542,treated
1,106.74093705299266,29.082585045764198,313.0,24.165384615384653,treated
1,105.5047653905158,29.371483241137035,315.0,30.29880000000003,treated
1,106.46820853273398,29.891068801471764,243.0,25.901538461538507,treated
1,108.42312225403488,31.186529272700525,164.0,23.466363636363667,treated
1,106.37334643873096,29.306535046095192,218.0,25.66483870967744,treated
1,106.41484860485728,29.57602963133105,508.0,25.945200000000057,treated
