dis_ID,district,sub_ID,subdist,pop1851,pop_house,supplier,supplierID,perc_sou,perc_lam,perc_other,lam_degree,d_overall,d_sou,d_lam,d_pump,d_thames,d_unasc,rate_sou7w,rate_lam7w,rate_oth7w,deaths1849,deaths1854,rate1849,rate1854,pop1849,pop1854,rAvSupR_49,rAvSupR_54,pred_Snow,pred_DiD49,pred_DiD54
6,St. George Southwark,16,London Road,17836,       7.500000000000000,SouthwarkVauxhall_Lambeth,2,       0.160197639917804,       0.669581611162653,       0.170220748919543,more_Lambeth,29,21,8,0,0,0,      71.367635847409503,       6.504659961168070,       0.000000000000000,257,93,     146.941109205260005,      50.631533101045299,17490,18368,     130.102049315507003,      84.857853932546803,54,     114.986613406302993,      50.371789129492001
3,Lambeth,23,Lambeth Church (2nd),26784,       7.000000000000000,SouthwarkVauxhall_Lambeth,2,       0.326115525349335,       0.636830341309172,       0.037054133341494,less_Lambeth,53,34,13,1,0,5,      37.152566656884503,       7.274463768492010,       9.617113015613800,544,193,     209.512805699980987,      68.776281091868000,25965,28062,     130.102049315507003,      84.857853932546803,71,     143.675575900040997,      65.570672383431898
3,Lambeth,24,Kennington (1st),24261,       6.100000000000000,SouthwarkVauxhall_Lambeth,2,       0.669620435464279,       0.110225171135138,       0.220154393400583,less_Lambeth,71,63,5,3,0,0,      34.335663001307303,      16.554756982522900,       4.973103357094450,187,303,      81.566780075023999,     110.579905842852000,22926,27401,     130.102049315507003,      84.857853932546803,141,     134.730589247275987,     118.790644578780999
2,Camberwell,28,St. George  Camberwell,15849,       5.600000000000000,SouthwarkVauxhall_Lambeth,2,       0.311698848798455,       0.511955467828159,       0.176345683373385,less_Lambeth,42,30,9,2,0,1,      56.159847256642600,      10.257704530153500,       6.617668737800820,176,132,     120.729866922759996,      77.021822849807407,14578,17138,     130.102049315507003,      84.857853932546803,86,     121.745667590905995,      64.952727890874002
3,Lambeth,25,Kennington (2nd),18848,       5.700000000000000,SouthwarkVauxhall_Lambeth,2,       0.444951300197290,       0.304527260744775,       0.250521439057935,less_Lambeth,38,34,3,1,0,0,      37.124256344471398,       4.786151093452540,       1.939306388946940,153,142,      86.080792168335805,      68.988971481319496,17774,20583,     130.102049315507003,      84.857853932546803,105,     118.320118441771001,      81.818746942556004
9,Wandsworth,8,Battersea,10560,       6.000000000000000,SouthwarkVauxhall,1,       0.678322595660499,       0.000000000000000,       0.321677404339501,dirty_none,54,42,0,4,8,0,      50.960857644596501,,      30.703254492357100,111,171,     115.408608858391005,     140.740740740740989,9618,12150,     134.861082944635996,     146.611473630214988,154,     120.384856122322006,     121.828556935939005
2,Camberwell,11,Camberwell,17742,       6.200000000000000,SouthwarkVauxhall,1,       0.600740290517416,       0.000000000000000,       0.399259709482584,dirty_none,96,96,0,0,0,0,      84.457921074001106,,       0.000000000000000,235,240,     138.790455941413001,     126.843190106231006,16932,18921,     134.861082944635996,     146.611473630214988,151,     106.591347045225007,     107.869630871035000
3,Lambeth,26,Brixton,14610,       6.100000000000000,SouthwarkVauxhall_Lambeth,2,       0.137274972123415,       0.640768250498003,       0.221956777378582,less_Lambeth,9,5,2,0,0,2,      22.366131668633098,       1.916643091435320,       0.000000000000000,81,48,      59.602649006622499,      29.474976972674199,13590,16285,     130.102049315507003,      84.857853932546803,50,     107.325099601109997,      48.740433380325598
9,Wandsworth,27,Clapham,16290,       6.100000000000000,SouthwarkVauxhall_Lambeth,2,       0.511968968071165,       0.007995018661519,       0.480036013267316,less_Lambeth,24,19,0,5,0,0,      21.444368604643600,       0.000000000000000,       6.018655487911730,114,165,      72.974011010113898,      95.342655726337696,15622,17306,     130.102049315507003,      84.857853932546803,157,      93.589347916469094,      93.769525724130204
2,Camberwell,31,Dulwich,1632,       6.300000000000000,Lambeth,3,       0.000000000000000,       0.024720249257874,       0.975279750742126,all,0,0,0,0,0,0,,       0.000000000000000,       0.000000000000000,1,0,       6.127450980392160,       0.000000000000000,1632,1632,,,27,,
3,Lambeth,29,Norwood,3977,       6.600000000000000,Lambeth,3,       0.000000000000000,       0.273631416322264,       0.726368583677736,all,8,0,2,1,5,0,,      16.821869384117100,      19.010976169116400,2,10,       5.334755934915980,      23.014959723820500,3749,4345,,,27,,
4,Newington,18,St. Peter Walworth,29861,       6.100000000000000,SouthwarkVauxhall_Lambeth,2,       0.532218920015073,       0.467781079984927,       0.000000000000000,less_Lambeth,90,84,4,0,0,2,      52.470009736036303,       2.842755491704370,,446,388,     157.086503240349003,     128.989361702128008,28392,30080,     130.102049315507003,      84.857853932546803,103,     163.569866195049997,      92.222619848676402
1,Bermondsey,6,Leather Market,15295,       6.700000000000000,SouthwarkVauxhall,1,       0.922355253648566,       0.000000000000000,       0.077644746351434,dirty_none,81,81,0,0,0,0,      54.397087076906203,,       0.000000000000000,226,237,     153.178798969771009,     146.803766105054990,14754,16144,     134.861082944635996,     146.611473630214988,150,     176.526353668377993,     178.643324594994994
4,Newington,19,St. Mary Newington,14033,       6.100000000000000,SouthwarkVauxhall_Lambeth,2,       0.237954719611729,       0.511775799922975,       0.250269480465296,less_Lambeth,21,19,1,1,0,0,      54.618731778135000,       1.336603481834120,       2.733219067797380,143,92,     104.723544489198005,      62.931801080785299,13655,14619,     130.102049315507003,      84.857853932546803,74,     108.424856054516994,      57.858918075537801
4,Newington,17,Trinity Newington,20922,       6.500000000000000,SouthwarkVauxhall_Lambeth,2,       0.508535137645452,       0.491464862354548,       0.000000000000000,less_Lambeth,58,52,6,0,0,0,      47.928046751568502,       5.722240807061990,,318,210,     153.987700353494006,      98.429810171080405,20651,21335,     130.102049315507003,      84.857853932546803,100,     161.938152277465008,      88.638239363859697
1,Bermondsey,5,St. Mary Magdalen,13934,       7.500000000000000,SouthwarkVauxhall,1,       1.000000000000000,       0.000000000000000,       0.000000000000000,dirty_none,87,83,0,0,4,0,      53.749514311617702,,,259,244,     200.123628496368013,     158.010620385960010,12942,15442,     134.861082944635996,     146.611473630214988,160,     199.389366514226992,     201.780519354669991
5,Rotherhithe,7,Rotherhithe,17805,       6.400000000000000,SouthwarkVauxhall,1,       0.779875854154713,       0.000000000000000,       0.220124145845287,dirty_none,103,68,0,0,35,0,      45.481907564711399,,      82.938388625592395,352,282,     207.681869136822002,     147.097178029314989,16949,19171,     134.861082944635996,     146.611473630214988,160,     141.172803335451988,     142.865801089494994
2,Camberwell,12,Peckham,19444,       5.600000000000000,SouthwarkVauxhall,1,       0.304909299991526,       0.000000000000000,       0.695090700008474,dirty_none,59,59,0,0,0,0,      87.232966127678907,,       0.000000000000000,92,174,      51.659273401089301,      78.441979983770594,17809,22182,     134.861082944635996,     146.611473630214988,151,      67.019112506839093,      67.822831100444404
9,Wandsworth,10,Putney,5280,       5.700000000000000,SouthwarkVauxhall,1,       0.017755622326695,       0.000000000000000,       0.982244377673305,dirty_none,1,0,0,1,0,0,       0.000000000000000,,       1.860180126645270,8,9,      15.518913676042700,      16.444363237712398,5155,5473,     134.861082944635996,     146.611473630214988,160,      42.715596345403000,      43.227857963553099
9,Wandsworth,9,Wandsworth,9611,       6.300000000000000,SouthwarkVauxhall,1,       0.115570442488972,       0.000000000000000,       0.884429557511028,dirty_none,11,1,0,2,8,0,       8.395819356788151,,      10.971010069497600,97,59,     105.745121552382003,      57.248204929167500,9173,10306,     134.861082944635996,     146.611473630214988,148,      49.798812861537399,      50.396019096284299
10,Lewisham,32,Sydenham,4501,       5.600000000000000,Lambeth,3,,,,all,4,0,1,2,0,1,,,,5,,,,,,,,,,
9,Wandsworth,30,Streatham,9023,       6.400000000000000,Lambeth,3,       0.000000000000000,       0.368857444155218,       0.631142555844782,all,6,0,1,5,0,0,,       2.985436042528920,       8.723863556167062,154,15,     171.396772398442010,      16.518004625041300,8985,9081,,,27,,
